-------------------------------------------------------------------------------
Unless stated otherwise, all data in the OATH Dataset is licensed under a
fsim 28/Nov/2015 10:09:15.0,images/scaled_cropped/02483.png
fsim 28/Nov/2015 10:12:09.0,images/scaled_cropped/02484.png
fsim 28/Nov/2015 10:12:27.0,images/scaled_cropped/02485.png
fsim 28/Nov/2015 10:13:45.0,images/scaled_cropped/02486.png
fsim 28/Nov/2015 10:14:18.0,images/scaled_cropped/02487.png
fsim 28/Nov/2015 10:15:12.0,images/scaled_cropped/02488.png
fsim 28/Nov/2015 10:19:42.0,images/scaled_cropped/02489.png
fsim 28/Nov/2015 10:23:48.0,images/scaled_cropped/02490.png
fsim 28/Nov/2015 10:24:48.0,images/scaled_cropped/02491.png
fsim 28/Nov/2015 10:25:30.0,images/scaled_cropped/02492.png
fsim 28/Nov/2015 10:26:00.0,images/scaled_cropped/02493.png
fsim 28/Nov/2015 10:26:45.0,images/scaled_cropped/02494.png
fsim 28/Nov/2015 10:32:42.0,images/scaled_cropped/02495.png
fsim 28/Nov/2015 10:33:30.0,images/scaled_cropped/02496.png
fsim 28/Nov/2015 10:36:06.0,images/scaled_cropped/02497.png
fsim 28/Nov/2015 10:36:18.0,images/scaled_cropped/02498.png
fsim 28/Nov/2015 10:39:57.0,images/scaled_cropped/02499.png
fsim 28/Nov/2015 10:40:09.0,images/scaled_cropped/02500.png
fsim 28/Nov/2015 10:40:42.0,images/scaled_cropped/02501.png
fsim 28/Nov/2015 10:45:42.0,images/scaled_cropped/02502.png
fsim 28/Nov/2015 10:46:24.0,images/scaled_cropped/02503.png
fsim 28/Nov/2015 10:53:03.0,images/scaled_cropped/02504.png
fsim 28/Nov/2015 10:53:15.0,images/scaled_cropped/02505.png
fsim 28/Nov/2015 10:56:24.0,images/scaled_cropped/02506.png
fsim 28/Nov/2015 10:58:06.0,images/scaled_cropped/02507.png
chbg 08/Nov/2011 00:01:00.0,images/scaled_cropped/02508.png
chbg 08/Nov/2011 00:05:57.0,images/scaled_cropped/02509.png
chbg 08/Nov/2011 00:06:30.0,images/scaled_cropped/02510.png
chbg 08/Nov/2011 00:09:15.0,images/scaled_cropped/02511.png
chbg 08/Nov/2011 00:12:09.0,images/scaled_cropped/02512.png
chbg 08/Nov/2011 00:12:27.0,images/scaled_cropped/02513.png
chbg 08/Nov/2011 00:13:45.0,images/scaled_cropped/02514.png
chbg 08/Nov/2011 00:14:18.0,images/scaled_cropped/02515.png
chbg 08/Nov/2011 00:15:12.0,images/scaled_cropped/02516.png
chbg 08/Nov/2011 00:19:42.0,images/scaled_cropped/02517.png
chbg 08/Nov/2011 00:23:48.0,images/scaled_cropped/02518.png
chbg 08/Nov/2011 00:24:48.0,images/scaled_cropped/02519.png
chbg 08/Nov/2011 00:25:30.0,images/scaled_cropped/02520.png
chbg 08/Nov/2011 00:26:00.0,images/scaled_cropped/02521.png
chbg 08/Nov/2011 00:26:45.0,images/scaled_cropped/02522.png
chbg 08/Nov/2011 00:32:42.0,images/scaled_cropped/02523.png
chbg 08/Nov/2011 00:33:30.0,images/scaled_cropped/02524.png
chbg 08/Nov/2011 00:36:06.0,images/scaled_cropped/02525.png
chbg 08/Nov/2011 00:36:18.0,images/scaled_cropped/02526.png
chbg 08/Nov/2011 00:39:57.0,images/scaled_cropped/02527.png
chbg 08/Nov/2011 00:40:09.0,images/scaled_cropped/02528.png
chbg 08/Nov/2011 00:40:42.0,images/scaled_cropped/02529.png
chbg 08/Nov/2011 00:45:42.0,images/scaled_cropped/02530.png
chbg 08/Nov/2011 00:46:24.0,images/scaled_cropped/02531.png
chbg 08/Nov/2011 00:53:03.0,images/scaled_cropped/02532.png
chbg 08/Nov/2011 00:53:15.0,images/scaled_cropped/02533.png
chbg 08/Nov/2011 00:56:24.0,images/scaled_cropped/02534.png
chbg 08/Nov/2011 00:58:06.0,images/scaled_cropped/02535.png
chbg 08/Nov/2011 01:00:42.0,images/scaled_cropped/02536.png
chbg 08/Nov/2011 01:01:09.0,images/scaled_cropped/02537.png
chbg 08/Nov/2011 01:04:15.0,images/scaled_cropped/02538.png
chbg 08/Nov/2011 01:07:54.0,images/scaled_cropped/02539.png
chbg 08/Nov/2011 01:10:33.0,images/scaled_cropped/02540.png
chbg 08/Nov/2011 01:12:09.0,images/scaled_cropped/02541.png
chbg 08/Nov/2011 01:15:57.0,images/scaled_cropped/02542.png
chbg 08/Nov/2011 01:17:18.0,images/scaled_cropped/02543.png
chbg 08/Nov/2011 01:19:09.0,images/scaled_cropped/02544.png
chbg 08/Nov/2011 01:20:48.0,images/scaled_cropped/02545.png
chbg 08/Nov/2011 01:23:03.0,images/scaled_cropped/02546.png
chbg 08/Nov/2011 01:26:15.0,images/scaled_cropped/02547.png
chbg 08/Nov/2011 01:27:36.0,images/scaled_cropped/02548.png
chbg 08/Nov/2011 01:27:39.0,images/scaled_cropped/02549.png
chbg 08/Nov/2011 01:29:30.0,images/scaled_cropped/02550.png
chbg 08/Nov/2011 01:30:33.0,images/scaled_cropped/02551.png
chbg 08/Nov/2011 01:32:45.0,images/scaled_cropped/02552.png
chbg 08/Nov/2011 01:35:57.0,images/scaled_cropped/02553.png
chbg 08/Nov/2011 01:36:48.0,images/scaled_cropped/02554.png
chbg 08/Nov/2011 01:37:06.0,images/scaled_cropped/02555.png
chbg 08/Nov/2011 01:38:45.0,images/scaled_cropped/02556.png
chbg 08/Nov/2011 01:38:57.0,images/scaled_cropped/02557.png
chbg 08/Nov/2011 01:39:18.0,images/scaled_cropped/02558.png
chbg 08/Nov/2011 01:41:24.0,images/scaled_cropped/02559.png
chbg 08/Nov/2011 01:47:12.0,images/scaled_cropped/02560.png
chbg 08/Nov/2011 01:51:09.0,images/scaled_cropped/02561.png
chbg 08/Nov/2011 01:51:24.0,images/scaled_cropped/02562.png
chbg 08/Nov/2011 01:52:21.0,images/scaled_cropped/02563.png
chbg 08/Nov/2011 01:57:45.0,images/scaled_cropped/02564.png
chbg 08/Nov/2011 01:58:12.0,images/scaled_cropped/02565.png
chbg 08/Nov/2011 02:01:09.0,images/scaled_cropped/02566.png
chbg 08/Nov/2011 02:02:18.0,images/scaled_cropped/02567.png
chbg 08/Nov/2011 02:02:24.0,images/scaled_cropped/02568.png
chbg 08/Nov/2011 02:04:03.0,images/scaled_cropped/02569.png
chbg 08/Nov/2011 02:04:51.0,images/scaled_cropped/02570.png
chbg 08/Nov/2011 02:06:33.0,images/scaled_cropped/02571.png
chbg 08/Nov/2011 02:07:33.0,images/scaled_cropped/02572.png
chbg 08/Nov/2011 02:08:09.0,images/scaled_cropped/02573.png
chbg 08/Nov/2011 02:11:51.0,images/scaled_cropped/02574.png
chbg 08/Nov/2011 02:14:45.0,images/scaled_cropped/02575.png
chbg 08/Nov/2011 02:18:12.0,images/scaled_cropped/02576.png
chbg 08/Nov/2011 02:19:57.0,images/scaled_cropped/02577.png
chbg 08/Nov/2011 02:24:36.0,images/scaled_cropped/02578.png
chbg 08/Nov/2011 02:25:45.0,images/scaled_cropped/02579.png
chbg 08/Nov/2011 02:25:48.0,images/scaled_cropped/02580.png
chbg 08/Nov/2011 02:30:09.0,images/scaled_cropped/02581.png
chbg 08/Nov/2011 02:33:03.0,images/scaled_cropped/02582.png
chbg 08/Nov/2011 02:33:12.0,images/scaled_cropped/02583.png
chbg 08/Nov/2011 02:37:54.0,images/scaled_cropped/02584.png
chbg 08/Nov/2011 02:38:48.0,images/scaled_cropped/02585.png
chbg 08/Nov/2011 02:42:00.0,images/scaled_cropped/02586.png
chbg 08/Nov/2011 02:42:03.0,images/scaled_cropped/02587.png
chbg 08/Nov/2011 02:45:30.0,images/scaled_cropped/02588.png
chbg 08/Nov/2011 02:49:57.0,images/scaled_cropped/02589.png
chbg 08/Nov/2011 02:51:27.0,images/scaled_cropped/02590.png
chbg 08/Nov/2011 02:52:09.0,images/scaled_cropped/02591.png
chbg 08/Nov/2011 02:54:09.0,images/scaled_cropped/02592.png
chbg 08/Nov/2011 02:54:21.0,images/scaled_cropped/02593.png
chbg 08/Nov/2011 02:54:57.0,images/scaled_cropped/02594.png
chbg 08/Nov/2011 02:59:24.0,images/scaled_cropped/02595.png
chbg 08/Nov/2011 03:05:57.0,images/scaled_cropped/02596.png
chbg 08/Nov/2011 03:08:45.0,images/scaled_cropped/02597.png
chbg 08/Nov/2011 03:11:54.0,images/scaled_cropped/02598.png
chbg 08/Nov/2011 03:12:39.0,images/scaled_cropped/02599.png
chbg 08/Nov/2011 03:17:18.0,images/scaled_cropped/02600.png
chbg 08/Nov/2011 03:21:18.0,images/scaled_cropped/02601.png
chbg 08/Nov/2011 03:24:39.0,images/scaled_cropped/02602.png
chbg 08/Nov/2011 03:25:36.0,images/scaled_cropped/02603.png
chbg 08/Nov/2011 03:25:54.0,images/scaled_cropped/02604.png
chbg 08/Nov/2011 03:32:45.0,images/scaled_cropped/02605.png
chbg 08/Nov/2011 03:35:42.0,images/scaled_cropped/02606.png
chbg 08/Nov/2011 03:43:03.0,images/scaled_cropped/02607.png
chbg 08/Nov/2011 03:45:45.0,images/scaled_cropped/02608.png
chbg 08/Nov/2011 03:46:06.0,images/scaled_cropped/02609.png
chbg 08/Nov/2011 03:48:27.0,images/scaled_cropped/02610.png
chbg 08/Nov/2011 03:48:48.0,images/scaled_cropped/02611.png
chbg 08/Nov/2011 03:48:54.0,images/scaled_cropped/02612.png
chbg 08/Nov/2011 03:49:42.0,images/scaled_cropped/02613.png
chbg 08/Nov/2011 03:49:48.0,images/scaled_cropped/02614.png
chbg 08/Nov/2011 03:52:36.0,images/scaled_cropped/02615.png
chbg 08/Nov/2011 03:53:06.0,images/scaled_cropped/02616.png
chbg 08/Nov/2011 03:53:18.0,images/scaled_cropped/02617.png
chbg 08/Nov/2011 03:56:12.0,images/scaled_cropped/02618.png
chbg 08/Nov/2011 03:56:54.0,images/scaled_cropped/02619.png
chbg 08/Nov/2011 03:57:03.0,images/scaled_cropped/02620.png
chbg 08/Nov/2011 03:57:09.0,images/scaled_cropped/02621.png
chbg 08/Nov/2011 04:00:54.0,images/scaled_cropped/02622.png
chbg 08/Nov/2011 04:01:36.0,images/scaled_cropped/02623.png
chbg 08/Nov/2011 04:05:03.0,images/scaled_cropped/02624.png
chbg 08/Nov/2011 04:05:33.0,images/scaled_cropped/02625.png
chbg 08/Nov/2011 04:12:21.0,images/scaled_cropped/02626.png
chbg 08/Nov/2011 04:15:03.0,images/scaled_cropped/02627.png
chbg 08/Nov/2011 04:20:48.0,images/scaled_cropped/02628.png
chbg 08/Nov/2011 04:35:03.0,images/scaled_cropped/02629.png
chbg 08/Nov/2011 04:37:03.0,images/scaled_cropped/02630.png
chbg 08/Nov/2011 04:38:00.0,images/scaled_cropped/02631.png
chbg 08/Nov/2011 04:38:48.0,images/scaled_cropped/02632.png
chbg 08/Nov/2011 04:40:42.0,images/scaled_cropped/02633.png
chbg 08/Nov/2011 04:41:24.0,images/scaled_cropped/02634.png
chbg 08/Nov/2011 04:42:21.0,images/scaled_cropped/02635.png
chbg 08/Nov/2011 04:43:12.0,images/scaled_cropped/02636.png
chbg 08/Nov/2011 04:43:30.0,images/scaled_cropped/02637.png
chbg 08/Nov/2011 04:49:18.0,images/scaled_cropped/02638.png
chbg 08/Nov/2011 04:49:42.0,images/scaled_cropped/02639.png
chbg 08/Nov/2011 04:53:15.0,images/scaled_cropped/02640.png
chbg 08/Nov/2011 04:53:51.0,images/scaled_cropped/02641.png
chbg 08/Nov/2011 04:55:36.0,images/scaled_cropped/02642.png
chbg 08/Nov/2011 04:56:45.0,images/scaled_cropped/02643.png
rank 01/Jan/2016 02:00:06.0,images/scaled_cropped/02644.png
rank 01/Jan/2016 02:01:00.0,images/scaled_cropped/02645.png
rank 01/Jan/2016 02:01:12.0,images/scaled_cropped/02646.png
rank 01/Jan/2016 02:05:57.0,images/scaled_cropped/02647.png
rank 01/Jan/2016 02:06:30.0,images/scaled_cropped/02648.png
rank 01/Jan/2016 02:09:06.0,images/scaled_cropped/02649.png
rank 01/Jan/2016 02:09:15.0,images/scaled_cropped/02650.png
rank 01/Jan/2016 02:11:54.0,images/scaled_cropped/02651.png
rank 01/Jan/2016 02:12:03.0,images/scaled_cropped/02652.png
rank 01/Jan/2016 02:12:09.0,images/scaled_cropped/02653.png
rank 01/Jan/2016 02:12:21.0,images/scaled_cropped/02654.png
rank 01/Jan/2016 02:12:27.0,images/scaled_cropped/02655.png
rank 01/Jan/2016 02:13:33.0,images/scaled_cropped/02656.png
rank 01/Jan/2016 02:13:45.0,images/scaled_cropped/02657.png
rank 01/Jan/2016 02:14:18.0,images/scaled_cropped/02658.png
rank 01/Jan/2016 02:14:33.0,images/scaled_cropped/02659.png
rank 01/Jan/2016 02:15:12.0,images/scaled_cropped/02660.png
rank 01/Jan/2016 02:15:51.0,images/scaled_cropped/02661.png
rank 01/Jan/2016 02:16:30.0,images/scaled_cropped/02662.png
rank 01/Jan/2016 02:18:24.0,images/scaled_cropped/02663.png
rank 01/Jan/2016 02:19:18.0,images/scaled_cropped/02664.png
rank 01/Jan/2016 02:19:42.0,images/scaled_cropped/02665.png
rank 01/Jan/2016 02:21:30.0,images/scaled_cropped/02666.png
rank 01/Jan/2016 02:22:57.0,images/scaled_cropped/02667.png
rank 01/Jan/2016 02:23:00.0,images/scaled_cropped/02668.png
rank 01/Jan/2016 02:23:48.0,images/scaled_cropped/02669.png
rank 01/Jan/2016 02:24:45.0,images/scaled_cropped/02670.png
rank 01/Jan/2016 02:24:48.0,images/scaled_cropped/02671.png
rank 01/Jan/2016 02:24:51.0,images/scaled_cropped/02672.png
rank 01/Jan/2016 02:25:30.0,images/scaled_cropped/02673.png
rank 01/Jan/2016 02:26:00.0,images/scaled_cropped/02674.png
rank 01/Jan/2016 02:26:45.0,images/scaled_cropped/02675.png
rank 01/Jan/2016 02:28:39.0,images/scaled_cropped/02676.png
rank 01/Jan/2016 02:28:51.0,images/scaled_cropped/02677.png
rank 01/Jan/2016 02:28:54.0,images/scaled_cropped/02678.png
rank 01/Jan/2016 02:29:24.0,images/scaled_cropped/02679.png
rank 01/Jan/2016 02:29:33.0,images/scaled_cropped/02680.png
rank 01/Jan/2016 02:29:51.0,images/scaled_cropped/02681.png
rank 01/Jan/2016 02:30:09.0,images/scaled_cropped/02682.png
rank 01/Jan/2016 02:30:42.0,images/scaled_cropped/02683.png
rank 01/Jan/2016 02:32:42.0,images/scaled_cropped/02684.png
rank 01/Jan/2016 02:33:30.0,images/scaled_cropped/02685.png
rank 01/Jan/2016 02:36:06.0,images/scaled_cropped/02686.png
rank 01/Jan/2016 02:36:18.0,images/scaled_cropped/02687.png
rank 01/Jan/2016 02:38:36.0,images/scaled_cropped/02688.png
rank 01/Jan/2016 02:39:00.0,images/scaled_cropped/02689.png
rank 01/Jan/2016 02:39:51.0,images/scaled_cropped/02690.png
rank 01/Jan/2016 02:39:57.0,images/scaled_cropped/02691.png
rank 01/Jan/2016 02:40:09.0,images/scaled_cropped/02692.png
rank 01/Jan/2016 02:40:27.0,images/scaled_cropped/02693.png
rank 01/Jan/2016 02:40:42.0,images/scaled_cropped/02694.png
rank 01/Jan/2016 02:41:39.0,images/scaled_cropped/02695.png
rank 01/Jan/2016 02:44:45.0,images/scaled_cropped/02696.png
rank 01/Jan/2016 02:45:06.0,images/scaled_cropped/02697.png
rank 01/Jan/2016 02:45:42.0,images/scaled_cropped/02698.png
rank 01/Jan/2016 02:46:24.0,images/scaled_cropped/02699.png
rank 01/Jan/2016 02:46:36.0,images/scaled_cropped/02700.png
rank 01/Jan/2016 02:48:48.0,images/scaled_cropped/02701.png
rank 01/Jan/2016 02:50:54.0,images/scaled_cropped/02702.png
rank 01/Jan/2016 02:51:15.0,images/scaled_cropped/02703.png
rank 01/Jan/2016 02:52:03.0,images/scaled_cropped/02704.png
rank 01/Jan/2016 02:53:03.0,images/scaled_cropped/02705.png
rank 01/Jan/2016 02:53:15.0,images/scaled_cropped/02706.png
rank 01/Jan/2016 02:54:57.0,images/scaled_cropped/02707.png
rank 01/Jan/2016 02:56:24.0,images/scaled_cropped/02708.png
rank 01/Jan/2016 02:56:36.0,images/scaled_cropped/02709.png
rank 01/Jan/2016 02:56:39.0,images/scaled_cropped/02710.png
rank 01/Jan/2016 02:56:57.0,images/scaled_cropped/02711.png
rank 01/Jan/2016 02:57:30.0,images/scaled_cropped/02712.png
rank 01/Jan/2016 02:58:06.0,images/scaled_cropped/02713.png
rank 01/Jan/2016 02:59:51.0,images/scaled_cropped/02714.png
tpas 19/Feb/2006 03:01:00.0,images/scaled_cropped/02715.png
tpas 19/Feb/2006 03:05:57.0,images/scaled_cropped/02716.png
tpas 19/Feb/2006 03:06:30.0,images/scaled_cropped/02717.png
tpas 19/Feb/2006 03:09:15.0,images/scaled_cropped/02718.png
tpas 19/Feb/2006 03:12:09.0,images/scaled_cropped/02719.png
tpas 19/Feb/2006 03:12:27.0,images/scaled_cropped/02720.png
tpas 19/Feb/2006 03:13:45.0,images/scaled_cropped/02721.png
tpas 19/Feb/2006 03:14:18.0,images/scaled_cropped/02722.png
tpas 19/Feb/2006 03:15:12.0,images/scaled_cropped/02723.png
tpas 19/Feb/2006 03:19:42.0,images/scaled_cropped/02724.png
tpas 19/Feb/2006 03:23:48.0,images/scaled_cropped/02725.png
tpas 19/Feb/2006 03:24:48.0,images/scaled_cropped/02726.png
tpas 19/Feb/2006 03:25:30.0,images/scaled_cropped/02727.png
tpas 19/Feb/2006 03:26:00.0,images/scaled_cropped/02728.png
tpas 19/Feb/2006 03:26:45.0,images/scaled_cropped/02729.png
tpas 19/Feb/2006 03:32:42.0,images/scaled_cropped/02730.png
tpas 19/Feb/2006 03:33:30.0,images/scaled_cropped/02731.png
tpas 19/Feb/2006 03:36:06.0,images/scaled_cropped/02732.png
tpas 19/Feb/2006 03:36:18.0,images/scaled_cropped/02733.png
tpas 19/Feb/2006 03:39:57.0,images/scaled_cropped/02734.png
tpas 19/Feb/2006 03:40:09.0,images/scaled_cropped/02735.png
tpas 19/Feb/2006 03:40:42.0,images/scaled_cropped/02736.png
tpas 19/Feb/2006 03:45:42.0,images/scaled_cropped/02737.png
tpas 19/Feb/2006 03:46:24.0,images/scaled_cropped/02738.png
tpas 19/Feb/2006 03:53:03.0,images/scaled_cropped/02739.png
tpas 19/Feb/2006 03:53:15.0,images/scaled_cropped/02740.png
tpas 19/Feb/2006 03:56:24.0,images/scaled_cropped/02741.png
tpas 19/Feb/2006 03:58:06.0,images/scaled_cropped/02742.png
whit 04/Dec/2007 09:01:00.0,images/scaled_cropped/02743.png
whit 04/Dec/2007 09:05:57.0,images/scaled_cropped/02744.png
whit 04/Dec/2007 09:06:30.0,images/scaled_cropped/02745.png
whit 04/Dec/2007 09:09:15.0,images/scaled_cropped/02746.png
whit 04/Dec/2007 09:12:09.0,images/scaled_cropped/02747.png
whit 04/Dec/2007 09:12:27.0,images/scaled_cropped/02748.png
whit 04/Dec/2007 09:13:45.0,images/scaled_cropped/02749.png
whit 04/Dec/2007 09:14:18.0,images/scaled_cropped/02750.png
whit 04/Dec/2007 09:15:12.0,images/scaled_cropped/02751.png
whit 04/Dec/2007 09:19:42.0,images/scaled_cropped/02752.png
whit 04/Dec/2007 09:23:48.0,images/scaled_cropped/02753.png
whit 04/Dec/2007 09:24:48.0,images/scaled_cropped/02754.png
whit 04/Dec/2007 09:25:30.0,images/scaled_cropped/02755.png
whit 04/Dec/2007 09:26:00.0,images/scaled_cropped/02756.png
whit 04/Dec/2007 09:26:45.0,images/scaled_cropped/02757.png
whit 04/Dec/2007 09:32:42.0,images/scaled_cropped/02758.png
whit 04/Dec/2007 09:33:30.0,images/scaled_cropped/02759.png
whit 04/Dec/2007 09:36:06.0,images/scaled_cropped/02760.png
whit 04/Dec/2007 09:36:18.0,images/scaled_cropped/02761.png
whit 04/Dec/2007 09:39:57.0,images/scaled_cropped/02762.png
whit 04/Dec/2007 09:40:09.0,images/scaled_cropped/02763.png
whit 04/Dec/2007 09:40:42.0,images/scaled_cropped/02764.png
whit 04/Dec/2007 09:45:42.0,images/scaled_cropped/02765.png
whit 04/Dec/2007 09:46:24.0,images/scaled_cropped/02766.png
whit 04/Dec/2007 09:53:03.0,images/scaled_cropped/02767.png
whit 04/Dec/2007 09:53:15.0,images/scaled_cropped/02768.png
whit 04/Dec/2007 09:56:24.0,images/scaled_cropped/02769.png
whit 04/Dec/2007 09:58:06.0,images/scaled_cropped/02770.png
gill 20/Jan/2013 07:00:06.0,images/scaled_cropped/02771.png
gill 20/Jan/2013 07:01:00.0,images/scaled_cropped/02772.png
gill 20/Jan/2013 07:01:12.0,images/scaled_cropped/02773.png
gill 20/Jan/2013 07:05:57.0,images/scaled_cropped/02774.png
gill 20/Jan/2013 07:06:30.0,images/scaled_cropped/02775.png
gill 20/Jan/2013 07:09:06.0,images/scaled_cropped/02776.png
gill 20/Jan/2013 07:09:15.0,images/scaled_cropped/02777.png
gill 20/Jan/2013 07:11:54.0,images/scaled_cropped/02778.png
gill 20/Jan/2013 07:12:03.0,images/scaled_cropped/02779.png
gill 20/Jan/2013 07:12:09.0,images/scaled_cropped/02780.png
gill 20/Jan/2013 07:12:21.0,images/scaled_cropped/02781.png
gill 20/Jan/2013 07:12:27.0,images/scaled_cropped/02782.png
gill 20/Jan/2013 07:13:33.0,images/scaled_cropped/02783.png
gill 20/Jan/2013 07:13:45.0,images/scaled_cropped/02784.png
gill 20/Jan/2013 07:14:18.0,images/scaled_cropped/02785.png
gill 20/Jan/2013 07:14:33.0,images/scaled_cropped/02786.png
gill 20/Jan/2013 07:15:12.0,images/scaled_cropped/02787.png
gill 20/Jan/2013 07:15:51.0,images/scaled_cropped/02788.png
gill 20/Jan/2013 07:16:30.0,images/scaled_cropped/02789.png
gill 20/Jan/2013 07:18:24.0,images/scaled_cropped/02790.png
gill 20/Jan/2013 07:19:18.0,images/scaled_cropped/02791.png
gill 20/Jan/2013 07:19:42.0,images/scaled_cropped/02792.png
gill 20/Jan/2013 07:21:30.0,images/scaled_cropped/02793.png
gill 20/Jan/2013 07:22:57.0,images/scaled_cropped/02794.png
gill 20/Jan/2013 07:23:00.0,images/scaled_cropped/02795.png
gill 20/Jan/2013 07:23:48.0,images/scaled_cropped/02796.png
gill 20/Jan/2013 07:24:45.0,images/scaled_cropped/02797.png
gill 20/Jan/2013 07:24:48.0,images/scaled_cropped/02798.png
gill 20/Jan/2013 07:24:51.0,images/scaled_cropped/02799.png
gill 20/Jan/2013 07:25:30.0,images/scaled_cropped/02800.png
gill 20/Jan/2013 07:26:00.0,images/scaled_cropped/02801.png
gill 20/Jan/2013 07:26:45.0,images/scaled_cropped/02802.png
gill 20/Jan/2013 07:28:39.0,images/scaled_cropped/02803.png
gill 20/Jan/2013 07:28:51.0,images/scaled_cropped/02804.png
gill 20/Jan/2013 07:28:54.0,images/scaled_cropped/02805.png
gill 20/Jan/2013 07:29:24.0,images/scaled_cropped/02806.png
gill 20/Jan/2013 07:29:33.0,images/scaled_cropped/02807.png
gill 20/Jan/2013 07:29:51.0,images/scaled_cropped/02808.png
gill 20/Jan/2013 07:30:09.0,images/scaled_cropped/02809.png
gill 20/Jan/2013 07:30:42.0,images/scaled_cropped/02810.png
gill 20/Jan/2013 07:32:42.0,images/scaled_cropped/02811.png
gill 20/Jan/2013 07:33:30.0,images/scaled_cropped/02812.png
gill 20/Jan/2013 07:36:06.0,images/scaled_cropped/02813.png
gill 20/Jan/2013 07:36:18.0,images/scaled_cropped/02814.png
gill 20/Jan/2013 07:38:36.0,images/scaled_cropped/02815.png
gill 20/Jan/2013 07:39:00.0,images/scaled_cropped/02816.png
gill 20/Jan/2013 07:39:51.0,images/scaled_cropped/02817.png
gill 20/Jan/2013 07:39:57.0,images/scaled_cropped/02818.png
gill 20/Jan/2013 07:40:09.0,images/scaled_cropped/02819.png
gill 20/Jan/2013 07:40:27.0,images/scaled_cropped/02820.png
gill 20/Jan/2013 07:40:42.0,images/scaled_cropped/02821.png
gill 20/Jan/2013 07:41:39.0,images/scaled_cropped/02822.png
gill 20/Jan/2013 07:44:45.0,images/scaled_cropped/02823.png
gill 20/Jan/2013 07:45:06.0,images/scaled_cropped/02824.png
gill 20/Jan/2013 07:45:42.0,images/scaled_cropped/02825.png
gill 20/Jan/2013 07:46:24.0,images/scaled_cropped/02826.png
gill 20/Jan/2013 07:46:36.0,images/scaled_cropped/02827.png
gill 20/Jan/2013 07:48:48.0,images/scaled_cropped/02828.png
gill 20/Jan/2013 07:50:54.0,images/scaled_cropped/02829.png
gill 20/Jan/2013 07:51:15.0,images/scaled_cropped/02830.png
gill 20/Jan/2013 07:52:03.0,images/scaled_cropped/02831.png
gill 20/Jan/2013 07:53:03.0,images/scaled_cropped/02832.png
gill 20/Jan/2013 07:53:15.0,images/scaled_cropped/02833.png
gill 20/Jan/2013 07:54:57.0,images/scaled_cropped/02834.png
gill 20/Jan/2013 07:56:24.0,images/scaled_cropped/02835.png
gill 20/Jan/2013 07:56:36.0,images/scaled_cropped/02836.png
gill 20/Jan/2013 07:56:39.0,images/scaled_cropped/02837.png
gill 20/Jan/2013 07:56:57.0,images/scaled_cropped/02838.png
gill 20/Jan/2013 07:57:30.0,images/scaled_cropped/02839.png
gill 20/Jan/2013 07:58:06.0,images/scaled_cropped/02840.png
gill 20/Jan/2013 07:59:51.0,images/scaled_cropped/02841.png
fsim 04/Nov/2011 09:00:06.0,images/scaled_cropped/02842.png
fsim 04/Nov/2011 09:01:00.0,images/scaled_cropped/02843.png
fsim 04/Nov/2011 09:01:12.0,images/scaled_cropped/02844.png
fsim 04/Nov/2011 09:05:57.0,images/scaled_cropped/02845.png
fsim 04/Nov/2011 09:06:30.0,images/scaled_cropped/02846.png
fsim 04/Nov/2011 09:09:06.0,images/scaled_cropped/02847.png
fsim 04/Nov/2011 09:09:15.0,images/scaled_cropped/02848.png
fsim 04/Nov/2011 09:11:54.0,images/scaled_cropped/02849.png
fsim 04/Nov/2011 09:12:03.0,images/scaled_cropped/02850.png
fsim 04/Nov/2011 09:12:09.0,images/scaled_cropped/02851.png
fsim 04/Nov/2011 09:12:21.0,images/scaled_cropped/02852.png
fsim 04/Nov/2011 09:12:27.0,images/scaled_cropped/02853.png
fsim 04/Nov/2011 09:13:33.0,images/scaled_cropped/02854.png
fsim 04/Nov/2011 09:13:45.0,images/scaled_cropped/02855.png
fsim 04/Nov/2011 09:14:18.0,images/scaled_cropped/02856.png
fsim 04/Nov/2011 09:14:33.0,images/scaled_cropped/02857.png
fsim 04/Nov/2011 09:15:12.0,images/scaled_cropped/02858.png
fsim 04/Nov/2011 09:15:51.0,images/scaled_cropped/02859.png
fsim 04/Nov/2011 09:16:30.0,images/scaled_cropped/02860.png
fsim 04/Nov/2011 09:18:24.0,images/scaled_cropped/02861.png
fsim 04/Nov/2011 09:19:18.0,images/scaled_cropped/02862.png
fsim 04/Nov/2011 09:19:42.0,images/scaled_cropped/02863.png
fsim 04/Nov/2011 09:21:30.0,images/scaled_cropped/02864.png
fsim 04/Nov/2011 09:22:57.0,images/scaled_cropped/02865.png
fsim 04/Nov/2011 09:23:00.0,images/scaled_cropped/02866.png
fsim 04/Nov/2011 09:23:48.0,images/scaled_cropped/02867.png
fsim 04/Nov/2011 09:24:45.0,images/scaled_cropped/02868.png
fsim 04/Nov/2011 09:24:48.0,images/scaled_cropped/02869.png
fsim 04/Nov/2011 09:24:51.0,images/scaled_cropped/02870.png
fsim 04/Nov/2011 09:25:30.0,images/scaled_cropped/02871.png
fsim 04/Nov/2011 09:26:00.0,images/scaled_cropped/02872.png
fsim 04/Nov/2011 09:26:45.0,images/scaled_cropped/02873.png
fsim 04/Nov/2011 09:28:39.0,images/scaled_cropped/02874.png
